Scenario,Area,Year,Age,Education,Population
SSP3,World,2100,80--84,Total,301125.3
SSP3,World,1950,85--89,Total,3433
SSP3,World,1955,85--89,Total,3636.9
SSP3,World,1960,85--89,Total,4436.2
SSP3,World,1965,85--89,Total,5148.3
SSP3,World,1970,85--89,Total,6264.2
SSP3,World,1975,85--89,Total,7718.2
SSP3,World,1980,85--89,Total,9141.5
SSP3,World,1985,85--89,Total,11142.1
SSP3,World,1990,85--89,Total,14503.8
SSP3,World,1995,85--89,Total,17878.4
SSP3,World,2000,85--89,Total,21362.4
SSP3,World,2005,85--89,Total,23117.5
SSP3,World,2010,85--89,Total,30442
SSP3,World,2015,85--89,Total,37295.4
SSP3,World,2020,85--89,Total,42278.5
SSP3,World,2025,85--89,Total,48570.4
SSP3,World,2030,85--89,Total,53188.9
SSP3,World,2035,85--89,Total,67133.5
SSP3,World,2040,85--89,Total,83548.5
SSP3,World,2045,85--89,Total,93955.4
SSP3,World,2050,85--89,Total,110005.3
SSP3,World,2055,85--89,Total,123941.8
SSP3,World,2060,85--89,Total,132538.2
SSP3,World,2065,85--89,Total,136383.1
SSP3,World,2070,85--89,Total,151541.1
SSP3,World,2075,85--89,Total,170076.8
SSP3,World,2080,85--89,Total,167087.1
SSP3,World,2085,85--89,Total,163171.7
SSP3,World,2090,85--89,Total,167648.8
SSP3,World,2095,85--89,Total,178201.4
SSP3,World,2100,85--89,Total,187194.1
SSP3,World,1950,90--94,Total,936.8
SSP3,World,1955,90--94,Total,926.2
SSP3,World,1960,90--94,Total,986.6
SSP3,World,1965,90--94,Total,1286.8
SSP3,World,1970,90--94,Total,1563.5
SSP3,World,1975,90--94,Total,1977.8
SSP3,World,1980,90--94,Total,2588.4
SSP3,World,1985,90--94,Total,3189.9
SSP3,World,1990,90--94,Total,4056.4
SSP3,World,1995,90--94,Total,5413.6
SSP3,World,2000,90--94,Total,6863.1
SSP3,World,2005,90--94,Total,8558
SSP3,World,2010,90--94,Total,9794.6
SSP3,World,2015,90--94,Total,13475.5
SSP3,World,2020,90--94,Total,16666.5
SSP3,World,2025,90--94,Total,19226.6
SSP3,World,2030,90--94,Total,22358.3
SSP3,World,2035,90--94,Total,25063.3
SSP3,World,2040,90--94,Total,32236.6
SSP3,World,2045,90--94,Total,40195.5
SSP3,World,2050,90--94,Total,45971.9
SSP3,World,2055,90--94,Total,54479.1
SSP3,World,2060,90--94,Total,61992.3
SSP3,World,2065,90--94,Total,67226.6
SSP3,World,2070,90--94,Total,70003.7
SSP3,World,2075,90--94,Total,78459.4
SSP3,World,2080,90--94,Total,88675.3
SSP3,World,2085,90--94,Total,88272.5
SSP3,World,2090,90--94,Total,86859.7
SSP3,World,2095,90--94,Total,89841.7
SSP3,World,2100,90--94,Total,96503.6
SSP3,World,1950,95--99,Total,193.3
SSP3,World,1955,95--99,Total,167.7
SSP3,World,1960,95--99,Total,168.8
SSP3,World,1965,95--99,Total,184.6
SSP3,World,1970,95--99,Total,252.7
SSP3,World,1975,95--99,Total,318.4
SSP3,World,1980,95--99,Total,440.4
SSP3,World,1985,95--99,Total,605.9
SSP3,World,1990,95--99,Total,782
SSP3,World,1995,95--99,Total,1004.5
SSP3,World,2000,95--99,Total,1361.8
SSP3,World,2005,95--99,Total,1814.6
SSP3,World,2010,95--99,Total,2424.2
SSP3,World,2015,95--99,Total,2916.4
SSP3,World,2020,95--99,Total,4090.9
SSP3,World,2025,95--99,Total,5167.9
SSP3,World,2030,95--99,Total,6096.3
SSP3,World,2035,95--99,Total,7192.2
SSP3,World,2040,95--99,Total,8291.4
SSP3,World,2045,95--99,Total,10893.2
SSP3,World,2050,95--99,Total,13685.7
SSP3,World,2055,95--99,Total,15989.6
SSP3,World,2060,95--99,Total,19310.5
SSP3,World,2065,95--99,Total,22358.5
SSP3,World,2070,95--99,Total,24787
SSP3,World,2075,95--99,Total,26278.8
SSP3,World,2080,95--99,Total,29851.1
SSP3,World,2085,95--99,Total,34093.5
SSP3,World,2090,95--99,Total,34635.6
SSP3,World,2095,95--99,Total,34653.3
SSP3,World,2100,95--99,Total,36320
SSP3,World,1950,100+,Total,36.2
SSP3,World,1955,100+,Total,24.5
SSP3,World,1960,100+,Total,21.3
SSP3,World,1965,100+,Total,21.4
SSP3,World,1970,100+,Total,23.9
SSP3,World,1975,100+,Total,33.1
SSP3,World,1980,100+,Total,46.1
SSP3,World,1985,100+,Total,67.3
SSP3,World,1990,100+,Total,95.4
SSP3,World,1995,100+,Total,124.9
SSP3,World,2000,100+,Total,160.1
SSP3,World,2005,100+,Total,219.9
SSP3,World,2010,100+,Total,317.6
SSP3,World,2015,100+,Total,434.7
SSP3,World,2020,100+,Total,585.3
SSP3,World,2025,100+,Total,838.1
SSP3,World,2030,100+,Total,1096.9
SSP3,World,2035,100+,Total,1339.8
SSP3,World,2040,100+,Total,1609.6
SSP3,World,2045,100+,Total,1907.8
SSP3,World,2050,100+,Total,2521
SSP3,World,2055,100+,Total,3224.4
SSP3,World,2060,100+,Total,3894.7
SSP3,World,2065,100+,Total,4825.4
SSP3,World,2070,100+,Total,5771
SSP3,World,2075,100+,Total,6638.6
SSP3,World,2080,100+,Total,7288.6
SSP3,World,2085,100+,Total,8404.5
SSP3,World,2090,100+,Total,9745.9
SSP3,World,2095,100+,Total,10313.1
SSP3,World,2100,100+,Total,10664.5
SSP3,World,1950,All,Under 15,868844.5
SSP3,World,1955,All,Under 15,984764.1
SSP3,World,1960,All,Under 15,1124687.2
SSP3,World,1965,All,Under 15,1264782
SSP3,World,1970,All,Under 15,1388757.9
SSP3,World,1975,All,Under 15,1502682.9
SSP3,World,1980,All,Under 15,1573800.8
SSP3,World,1985,All,Under 15,1647098.7
SSP3,World,1990,All,Under 15,1752028.1
SSP3,World,1995,All,Under 15,1829681.6
SSP3,World,2000,All,Under 15,1849246.6
SSP3,World,2005,All,Under 15,1832918.3
SSP3,World,2010,All,Under 15,1864424.1
SSP3,World,2015,All,Under 15,1930549
SSP3,World,2020,All,Under 15,2019379
SSP3,World,2025,All,Under 15,2119482
SSP3,World,2030,All,Under 15,2223010
SSP3,World,2035,All,Under 15,2307174
SSP3,World,2040,All,Under 15,2372032
SSP3,World,2045,All,Under 15,2438968
SSP3,World,2050,All,Under 15,2516167
SSP3,World,2055,All,Under 15,2595356
SSP3,World,2060,All,Under 15,2660575
SSP3,World,2065,All,Under 15,2707771
SSP3,World,2070,All,Under 15,2744658
SSP3,World,2075,All,Under 15,2783531
SSP3,World,2080,All,Under 15,2827949
SSP3,World,2085,All,Under 15,2872843
SSP3,World,2090,All,Under 15,2912171
SSP3,World,2095,All,Under 15,2945063
SSP3,World,2100,All,Under 15,2974786
SSP3,World,1950,0--4,Under 15,338387.2
SSP3,World,1955,0--4,Under 15,405612.1
SSP3,World,1960,0--4,Under 15,432642.8
SSP3,World,1965,0--4,Under 15,480601
SSP3,World,1970,0--4,Under 15,523700.8
SSP3,World,1975,0--4,Under 15,543302
SSP3,World,1980,0--4,Under 15,548178.6
SSP3,World,1985,0--4,Under 15,592792.3
SSP3,World,1990,0--4,Under 15,644867.3
SSP3,World,1995,0--4,Under 15,623061.1
SSP3,World,2000,0--4,Under 15,609348.4
SSP3,World,2005,0--4,Under 15,623820.4
SSP3,World,2010,0--4,Under 15,651602.4
SSP3,World,2015,0--4,Under 15,673658.6
SSP3,World,2020,0--4,Under 15,711357
SSP3,World,2025,0--4,Under 15,751939
SSP3,World,2030,0--4,Under 15,778148.7
SSP3,World,2035,0--4,Under 15,796534.7
SSP3,World,2040,0--4,Under 15,817607.8
SSP3,World,2045,0--4,Under 15,845672.4
SSP3,World,2050,0--4,Under 15,874274.7
SSP3,World,2055,0--4,Under 15,897313.6
SSP3,World,2060,0--4,Under 15,911274.4
SSP3,World,2065,0--4,Under 15,921610.5
SSP3,World,2070,0--4,Under 15,934104.4
SSP3,World,2075,0--4,Under 15,949894.8
SSP3,World,2080,0--4,Under 15,965695.5
SSP3,World,2085,0--4,Under 15,978617.7
SSP3,World,2090,0--4,Under 15,988762.9
SSP3,World,2095,0--4,Under 15,998074
SSP3,World,2100,0--4,Under 15,1007730
SSP3,World,1950,5--9,Under 15,269870.1
SSP3,World,1955,5--9,Under 15,315829.2
SSP3,World,1960,5--9,Under 15,382144.6
SSP3,World,1965,5--9,Under 15,409585.3
SSP3,World,1970,5--9,Under 15,460552.3
SSP3,World,1975,5--9,Under 15,504504.7
SSP3,World,1980,5--9,Under 15,525955.3
SSP3,World,1985,5--9,Under 15,532911.8
SSP3,World,1990,5--9,Under 15,578146.3
SSP3,World,1995,5--9,Under 15,631533.7
SSP3,World,2000,5--9,Under 15,611810.8
SSP3,World,2005,5--9,Under 15,600036
SSP3,World,2010,5--9,Under 15,615729.6
SSP3,World,2015,5--9,Under 15,644481.9
SSP3,World,2020,5--9,Under 15,666736
SSP3,World,2025,5--9,Under 15,704073.6
SSP3,World,2030,5--9,Under 15,744225.9
SSP3,World,2035,5--9,Under 15,770060.5
SSP3,World,2040,5--9,Under 15,788190.1
SSP3,World,2045,5--9,Under 15,809050.3
SSP3,World,2050,5--9,Under 15,836895.2
SSP3,World,2055,5--9,Under 15,865311.3
SSP3,World,2060,5--9,Under 15,888251
SSP3,World,2065,5--9,Under 15,902219.9
SSP3,World,2070,5--9,Under 15,912644.6
SSP3,World,2075,5--9,Under 15,925262.3
SSP3,World,2080,5--9,Under 15,941189.5
SSP3,World,2085,5--9,Under 15,957176.2
SSP3,World,2090,5--9,Under 15,970290.9
SSP3,World,2095,5--9,Under 15,980664.6
SSP3,World,2100,5--9,Under 15,990277.4
SSP3,World,1950,10--14,Under 15,260587.3
SSP3,World,1955,10--14,Under 15,263322.7
SSP3,World,1960,10--14,Under 15,309899.8
SSP3,World,1965,10--14,Under 15,374595.6
SSP3,World,1970,10--14,Under 15,404504.8
SSP3,World,1975,10--14,Under 15,454876.1
SSP3,World,1980,10--14,Under 15,499666.9
SSP3,World,1985,10--14,Under 15,521394.6
SSP3,World,1990,10--14,Under 15,529014.5
SSP3,World,1995,10--14,Under 15,575086.8
SSP3,World,2000,10--14,Under 15,628087.4
SSP3,World,2005,10--14,Under 15,609061.9
SSP3,World,2010,10--14,Under 15,597092.1
SSP3,World,2015,10--14,Under 15,612408.9
SSP3,World,2020,10--14,Under 15,641285.7
SSP3,World,2025,10--14,Under 15,663469.7
SSP3,World,2030,10--14,Under 15,700635.3
SSP3,World,2035,10--14,Under 15,740578.3
SSP3,World,2040,10--14,Under 15,766234.2
SSP3,World,2045,10--14,Under 15,784245.4
SSP3,World,2050,10--14,Under 15,804997.5
SSP3,World,2055,10--14,Under 15,832730.6
SSP3,World,2060,10--14,Under 15,861049.8
SSP3,World,2065,10--14,Under 15,883941
SSP3,World,2070,10--14,Under 15,897909.1
SSP3,World,2075,10--14,Under 15,908373.8
SSP3,World,2080,10--14,Under 15,921063.7
SSP3,World,2085,10--14,Under 15,937048.6
SSP3,World,2090,10--14,Under 15,953117.4
SSP3,World,2095,10--14,Under 15,966324.7
SSP3,World,2100,10--14,Under 15,976779.1
SSP3,World,1950,15--19,Under 15,0
SSP3,World,1955,15--19,Under 15,0
SSP3,World,1960,15--19,Under 15,0
SSP3,World,1965,15--19,Under 15,0
SSP3,World,1970,15--19,Under 15,0
SSP3,World,1975,15--19,Under 15,0
SSP3,World,1980,15--19,Under 15,0
SSP3,World,1985,15--19,Under 15,0
SSP3,World,1990,15--19,Under 15,0
SSP3,World,1995,15--19,Under 15,0
SSP3,World,2000,15--19,Under 15,0
SSP3,World,2005,15--19,Under 15,0
SSP3,World,2010,15--19,Under 15,0
SSP3,World,2015,15--19,Under 15,0
SSP3,World,2020,15--19,Under 15,0
SSP3,World,2025,15--19,Under 15,0
SSP3,World,2030,15--19,Under 15,0
SSP3,World,2035,15--19,Under 15,0
SSP3,World,2040,15--19,Under 15,0
SSP3,World,2045,15--19,Under 15,0
SSP3,World,2050,15--19,Under 15,0
SSP3,World,2055,15--19,Under 15,0
SSP3,World,2060,15--19,Under 15,0
SSP3,World,2065,15--19,Under 15,0
SSP3,World,2070,15--19,Under 15,0
SSP3,World,2075,15--19,Under 15,0
SSP3,World,2080,15--19,Under 15,0
SSP3,World,2085,15--19,Under 15,0
SSP3,World,2090,15--19,Under 15,0
SSP3,World,2095,15--19,Under 15,0
SSP3,World,2100,15--19,Under 15,0
SSP3,World,1950,20--24,Under 15,0
SSP3,World,1955,20--24,Under 15,0
SSP3,World,1960,20--24,Under 15,0
SSP3,World,1965,20--24,Under 15,0
SSP3,World,1970,20--24,Under 15,0
SSP3,World,1975,20--24,Under 15,0
SSP3,World,1980,20--24,Under 15,0
SSP3,World,1985,20--24,Under 15,0
SSP3,World,1990,20--24,Under 15,0
SSP3,World,1995,20--24,Under 15,0
SSP3,World,2000,20--24,Under 15,0
SSP3,World,2005,20--24,Under 15,0
SSP3,World,2010,20--24,Under 15,0
SSP3,World,2015,20--24,Under 15,0
SSP3,World,2020,20--24,Under 15,0
SSP3,World,2025,20--24,Under 15,0
SSP3,World,2030,20--24,Under 15,0
SSP3,World,2035,20--24,Under 15,0
SSP3,World,2040,20--24,Under 15,0
SSP3,World,2045,20--24,Under 15,0
SSP3,World,2050,20--24,Under 15,0
SSP3,World,2055,20--24,Under 15,0
SSP3,World,2060,20--24,Under 15,0
SSP3,World,2065,20--24,Under 15,0
SSP3,World,2070,20--24,Under 15,0
SSP3,World,2075,20--24,Under 15,0
SSP3,World,2080,20--24,Under 15,0
SSP3,World,2085,20--24,Under 15,0
SSP3,World,2090,20--24,Under 15,0
SSP3,World,2095,20--24,Under 15,0
SSP3,World,2100,20--24,Under 15,0
SSP3,World,1950,25--29,Under 15,0
SSP3,World,1955,25--29,Under 15,0
SSP3,World,1960,25--29,Under 15,0
SSP3,World,1965,25--29,Under 15,0
SSP3,World,1970,25--29,Under 15,0
SSP3,World,1975,25--29,Under 15,0
SSP3,World,1980,25--29,Under 15,0
SSP3,World,1985,25--29,Under 15,0
SSP3,World,1990,25--29,Under 15,0
SSP3,World,1995,25--29,Under 15,0
SSP3,World,2000,25--29,Under 15,0
SSP3,World,2005,25--29,Under 15,0
SSP3,World,2010,25--29,Under 15,0
SSP3,World,2015,25--29,Under 15,0
SSP3,World,2020,25--29,Under 15,0
SSP3,World,2025,25--29,Under 15,0
SSP3,World,2030,25--29,Under 15,0
SSP3,World,2035,25--29,Under 15,0
SSP3,World,2040,25--29,Under 15,0
SSP3,World,2045,25--29,Under 15,0
SSP3,World,2050,25--29,Under 15,0
SSP3,World,2055,25--29,Under 15,0
SSP3,World,2060,25--29,Under 15,0
SSP3,World,2065,25--29,Under 15,0
SSP3,World,2070,25--29,Under 15,0
SSP3,World,2075,25--29,Under 15,0
SSP3,World,2080,25--29,Under 15,0
SSP3,World,2085,25--29,Under 15,0
SSP3,World,2090,25--29,Under 15,0
SSP3,World,2095,25--29,Under 15,0
SSP3,World,2100,25--29,Under 15,0
SSP3,World,1950,30--34,Under 15,0
SSP3,World,1955,30--34,Under 15,0
SSP3,World,1960,30--34,Under 15,0
SSP3,World,1965,30--34,Under 15,0
SSP3,World,1970,30--34,Under 15,0
SSP3,World,1975,30--34,Under 15,0
SSP3,World,1980,30--34,Under 15,0
SSP3,World,1985,30--34,Under 15,0
SSP3,World,1990,30--34,Under 15,0
SSP3,World,1995,30--34,Under 15,0
SSP3,World,2000,30--34,Under 15,0
SSP3,World,2005,30--34,Under 15,0
SSP3,World,2010,30--34,Under 15,0
SSP3,World,2015,30--34,Under 15,0
SSP3,World,2020,30--34,Under 15,0
SSP3,World,2025,30--34,Under 15,0
SSP3,World,2030,30--34,Under 15,0
SSP3,World,2035,30--34,Under 15,0
SSP3,World,2040,30--34,Under 15,0
SSP3,World,2045,30--34,Under 15,0
SSP3,World,2050,30--34,Under 15,0
SSP3,World,2055,30--34,Under 15,0
SSP3,World,2060,30--34,Under 15,0
SSP3,World,2065,30--34,Under 15,0
SSP3,World,2070,30--34,Under 15,0
SSP3,World,2075,30--34,Under 15,0
SSP3,World,2080,30--34,Under 15,0
SSP3,World,2085,30--34,Under 15,0
SSP3,World,2090,30--34,Under 15,0
SSP3,World,2095,30--34,Under 15,0
SSP3,World,2100,30--34,Under 15,0
SSP3,World,1950,35--39,Under 15,0
SSP3,World,1955,35--39,Under 15,0
SSP3,World,1960,35--39,Under 15,0
SSP3,World,1965,35--39,Under 15,0
SSP3,World,1970,35--39,Under 15,0
SSP3,World,1975,35--39,Under 15,0
SSP3,World,1980,35--39,Under 15,0
SSP3,World,1985,35--39,Under 15,0
SSP3,World,1990,35--39,Under 15,0
SSP3,World,1995,35--39,Under 15,0
SSP3,World,2000,35--39,Under 15,0
SSP3,World,2005,35--39,Under 15,0
SSP3,World,2010,35--39,Under 15,0
SSP3,World,2015,35--39,Under 15,0
SSP3,World,2020,35--39,Under 15,0
SSP3,World,2025,35--39,Under 15,0
SSP3,World,2030,35--39,Under 15,0
SSP3,World,2035,35--39,Under 15,0
SSP3,World,2040,35--39,Under 15,0
SSP3,World,2045,35--39,Under 15,0
SSP3,World,2050,35--39,Under 15,0
SSP3,World,2055,35--39,Under 15,0
SSP3,World,2060,35--39,Under 15,0
SSP3,World,2065,35--39,Under 15,0
SSP3,World,2070,35--39,Under 15,0
SSP3,World,2075,35--39,Under 15,0
SSP3,World,2080,35--39,Under 15,0
SSP3,World,2085,35--39,Under 15,0
SSP3,World,2090,35--39,Under 15,0
SSP3,World,2095,35--39,Under 15,0
SSP3,World,2100,35--39,Under 15,0
SSP3,World,1950,40--44,Under 15,0
SSP3,World,1955,40--44,Under 15,0
SSP3,World,1960,40--44,Under 15,0
SSP3,World,1965,40--44,Under 15,0
SSP3,World,1970,40--44,Under 15,0
SSP3,World,1975,40--44,Under 15,0
SSP3,World,1980,40--44,Under 15,0
SSP3,World,1985,40--44,Under 15,0
SSP3,World,1990,40--44,Under 15,0
SSP3,World,1995,40--44,Under 15,0
SSP3,World,2000,40--44,Under 15,0
SSP3,World,2005,40--44,Under 15,0
SSP3,World,2010,40--44,Under 15,0
SSP3,World,2015,40--44,Under 15,0
SSP3,World,2020,40--44,Under 15,0
SSP3,World,2025,40--44,Under 15,0
SSP3,World,2030,40--44,Under 15,0
SSP3,World,2035,40--44,Under 15,0
SSP3,World,2040,40--44,Under 15,0
SSP3,World,2045,40--44,Under 15,0
SSP3,World,2050,40--44,Under 15,0
SSP3,World,2055,40--44,Under 15,0
SSP3,World,2060,40--44,Under 15,0
SSP3,World,2065,40--44,Under 15,0
SSP3,World,2070,40--44,Under 15,0
SSP3,World,2075,40--44,Under 15,0
SSP3,World,2080,40--44,Under 15,0
SSP3,World,2085,40--44,Under 15,0
SSP3,World,2090,40--44,Under 15,0
SSP3,World,2095,40--44,Under 15,0
SSP3,World,2100,40--44,Under 15,0
SSP3,World,1950,45--49,Under 15,0
SSP3,World,1955,45--49,Under 15,0
SSP3,World,1960,45--49,Under 15,0
SSP3,World,1965,45--49,Under 15,0
SSP3,World,1970,45--49,Under 15,0
SSP3,World,1975,45--49,Under 15,0
SSP3,World,1980,45--49,Under 15,0
SSP3,World,1985,45--49,Under 15,0
SSP3,World,1990,45--49,Under 15,0
SSP3,World,1995,45--49,Under 15,0
SSP3,World,2000,45--49,Under 15,0
SSP3,World,2005,45--49,Under 15,0
SSP3,World,2010,45--49,Under 15,0
SSP3,World,2015,45--49,Under 15,0
SSP3,World,2020,45--49,Under 15,0
SSP3,World,2025,45--49,Under 15,0
SSP3,World,2030,45--49,Under 15,0
SSP3,World,2035,45--49,Under 15,0
SSP3,World,2040,45--49,Under 15,0
SSP3,World,2045,45--49,Under 15,0
SSP3,World,2050,45--49,Under 15,0
SSP3,World,2055,45--49,Under 15,0
SSP3,World,2060,45--49,Under 15,0
SSP3,World,2065,45--49,Under 15,0
SSP3,World,2070,45--49,Under 15,0
SSP3,World,2075,45--49,Under 15,0
SSP3,World,2080,45--49,Under 15,0
SSP3,World,2085,45--49,Under 15,0
SSP3,World,2090,45--49,Under 15,0
SSP3,World,2095,45--49,Under 15,0
SSP3,World,2100,45--49,Under 15,0
SSP3,World,1950,50--54,Under 15,0
SSP3,World,1955,50--54,Under 15,0
SSP3,World,1960,50--54,Under 15,0
SSP3,World,1965,50--54,Under 15,0
SSP3,World,1970,50--54,Under 15,0
SSP3,World,1975,50--54,Under 15,0
SSP3,World,1980,50--54,Under 15,0
SSP3,World,1985,50--54,Under 15,0
SSP3,World,1990,50--54,Under 15,0
SSP3,World,1995,50--54,Under 15,0
SSP3,World,2000,50--54,Under 15,0
SSP3,World,2005,50--54,Under 15,0
SSP3,World,2010,50--54,Under 15,0
SSP3,World,2015,50--54,Under 15,0
SSP3,World,2020,50--54,Under 15,0
SSP3,World,2025,50--54,Under 15,0
SSP3,World,2030,50--54,Under 15,0
SSP3,World,2035,50--54,Under 15,0
SSP3,World,2040,50--54,Under 15,0
SSP3,World,2045,50--54,Under 15,0
SSP3,World,2050,50--54,Under 15,0
SSP3,World,2055,50--54,Under 15,0
SSP3,World,2060,50--54,Under 15,0
SSP3,World,2065,50--54,Under 15,0
SSP3,World,2070,50--54,Under 15,0
SSP3,World,2075,50--54,Under 15,0
SSP3,World,2080,50--54,Under 15,0
SSP3,World,2085,50--54,Under 15,0
SSP3,World,2090,50--54,Under 15,0
SSP3,World,2095,50--54,Under 15,0
SSP3,World,2100,50--54,Under 15,0
SSP3,World,1950,55--59,Under 15,0
SSP3,World,1955,55--59,Under 15,0
SSP3,World,1960,55--59,Under 15,0
SSP3,World,1965,55--59,Under 15,0
SSP3,World,1970,55--59,Under 15,0
SSP3,World,1975,55--59,Under 15,0
SSP3,World,1980,55--59,Under 15,0
SSP3,World,1985,55--59,Under 15,0
SSP3,World,1990,55--59,Under 15,0
SSP3,World,1995,55--59,Under 15,0
SSP3,World,2000,55--59,Under 15,0
SSP3,World,2005,55--59,Under 15,0
SSP3,World,2010,55--59,Under 15,0
SSP3,World,2015,55--59,Under 15,0
SSP3,World,2020,55--59,Under 15,0
SSP3,World,2025,55--59,Under 15,0
SSP3,World,2030,55--59,Under 15,0
SSP3,World,2035,55--59,Under 15,0
SSP3,World,2040,55--59,Under 15,0
SSP3,World,2045,55--59,Under 15,0
SSP3,World,2050,55--59,Under 15,0
SSP3,World,2055,55--59,Under 15,0
SSP3,World,2060,55--59,Under 15,0
SSP3,World,2065,55--59,Under 15,0
SSP3,World,2070,55--59,Under 15,0
SSP3,World,2075,55--59,Under 15,0
SSP3,World,2080,55--59,Under 15,0
SSP3,World,2085,55--59,Under 15,0
SSP3,World,2090,55--59,Under 15,0
SSP3,World,2095,55--59,Under 15,0
SSP3,World,2100,55--59,Under 15,0
SSP3,World,1950,60--64,Under 15,0
SSP3,World,1955,60--64,Under 15,0
SSP3,World,1960,60--64,Under 15,0
SSP3,World,1965,60--64,Under 15,0
SSP3,World,1970,60--64,Under 15,0
SSP3,World,1975,60--64,Under 15,0
SSP3,World,1980,60--64,Under 15,0
SSP3,World,1985,60--64,Under 15,0
SSP3,World,1990,60--64,Under 15,0
SSP3,World,1995,60--64,Under 15,0
SSP3,World,2000,60--64,Under 15,0
SSP3,World,2005,60--64,Under 15,0
SSP3,World,2010,60--64,Under 15,0
SSP3,World,2015,60--64,Under 15,0
SSP3,World,2020,60--64,Under 15,0
SSP3,World,2025,60--64,Under 15,0
SSP3,World,2030,60--64,Under 15,0
SSP3,World,2035,60--64,Under 15,0
SSP3,World,2040,60--64,Under 15,0
SSP3,World,2045,60--64,Under 15,0
SSP3,World,2050,60--64,Under 15,0
SSP3,World,2055,60--64,Under 15,0
SSP3,World,2060,60--64,Under 15,0
SSP3,World,2065,60--64,Under 15,0
SSP3,World,2070,60--64,Under 15,0
SSP3,World,2075,60--64,Under 15,0
SSP3,World,2080,60--64,Under 15,0
SSP3,World,2085,60--64,Under 15,0
SSP3,World,2090,60--64,Under 15,0
SSP3,World,2095,60--64,Under 15,0
SSP3,World,2100,60--64,Under 15,0
SSP3,World,1950,65--69,Under 15,0
SSP3,World,1955,65--69,Under 15,0
SSP3,World,1960,65--69,Under 15,0
SSP3,World,1965,65--69,Under 15,0
SSP3,World,1970,65--69,Under 15,0
SSP3,World,1975,65--69,Under 15,0
SSP3,World,1980,65--69,Under 15,0
SSP3,World,1985,65--69,Under 15,0
SSP3,World,1990,65--69,Under 15,0
SSP3,World,1995,65--69,Under 15,0
SSP3,World,2000,65--69,Under 15,0
SSP3,World,2005,65--69,Under 15,0
SSP3,World,2010,65--69,Under 15,0
SSP3,World,2015,65--69,Under 15,0
SSP3,World,2020,65--69,Under 15,0
SSP3,World,2025,65--69,Under 15,0
SSP3,World,2030,65--69,Under 15,0
SSP3,World,2035,65--69,Under 15,0
SSP3,World,2040,65--69,Under 15,0
SSP3,World,2045,65--69,Under 15,0
SSP3,World,2050,65--69,Under 15,0
SSP3,World,2055,65--69,Under 15,0
SSP3,World,2060,65--69,Under 15,0
SSP3,World,2065,65--69,Under 15,0
SSP3,World,2070,65--69,Under 15,0
SSP3,World,2075,65--69,Under 15,0
SSP3,World,2080,65--69,Under 15,0
SSP3,World,2085,65--69,Under 15,0
SSP3,World,2090,65--69,Under 15,0
SSP3,World,2095,65--69,Under 15,0
SSP3,World,2100,65--69,Under 15,0
SSP3,World,1950,70--74,Under 15,0
SSP3,World,1955,70--74,Under 15,0
SSP3,World,1960,70--74,Under 15,0
SSP3,World,1965,70--74,Under 15,0
SSP3,World,1970,70--74,Under 15,0
SSP3,World,1975,70--74,Under 15,0
SSP3,World,1980,70--74,Under 15,0
SSP3,World,1985,70--74,Under 15,0
SSP3,World,1990,70--74,Under 15,0
SSP3,World,1995,70--74,Under 15,0
SSP3,World,2000,70--74,Under 15,0
SSP3,World,2005,70--74,Under 15,0
SSP3,World,2010,70--74,Under 15,0
SSP3,World,2015,70--74,Under 15,0
SSP3,World,2020,70--74,Under 15,0
SSP3,World,2025,70--74,Under 15,0
SSP3,World,2030,70--74,Under 15,0
SSP3,World,2035,70--74,Under 15,0
SSP3,World,2040,70--74,Under 15,0
SSP3,World,2045,70--74,Under 15,0
SSP3,World,2050,70--74,Under 15,0
SSP3,World,2055,70--74,Under 15,0
SSP3,World,2060,70--74,Under 15,0
SSP3,World,2065,70--74,Under 15,0
SSP3,World,2070,70--74,Under 15,0
SSP3,World,2075,70--74,Under 15,0
SSP3,World,2080,70--74,Under 15,0
SSP3,World,2085,70--74,Under 15,0
SSP3,World,2090,70--74,Under 15,0
SSP3,World,2095,70--74,Under 15,0
SSP3,World,2100,70--74,Under 15,0
SSP3,World,1950,75--79,Under 15,0
SSP3,World,1955,75--79,Under 15,0
SSP3,World,1960,75--79,Under 15,0
SSP3,World,1965,75--79,Under 15,0
SSP3,World,1970,75--79,Under 15,0
SSP3,World,1975,75--79,Under 15,0
SSP3,World,1980,75--79,Under 15,0
SSP3,World,1985,75--79,Under 15,0
SSP3,World,1990,75--79,Under 15,0
SSP3,World,1995,75--79,Under 15,0
SSP3,World,2000,75--79,Under 15,0
SSP3,World,2005,75--79,Under 15,0
SSP3,World,2010,75--79,Under 15,0
SSP3,World,2015,75--79,Under 15,0
SSP3,World,2020,75--79,Under 15,0
SSP3,World,2025,75--79,Under 15,0
SSP3,World,2030,75--79,Under 15,0
SSP3,World,2035,75--79,Under 15,0
SSP3,World,2040,75--79,Under 15,0
SSP3,World,2045,75--79,Under 15,0
SSP3,World,2050,75--79,Under 15,0
SSP3,World,2055,75--79,Under 15,0
SSP3,World,2060,75--79,Under 15,0
SSP3,World,2065,75--79,Under 15,0
SSP3,World,2070,75--79,Under 15,0
SSP3,World,2075,75--79,Under 15,0
SSP3,World,2080,75--79,Under 15,0
SSP3,World,2085,75--79,Under 15,0
